"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"NKT cells","NK cells","HLA-B","CD8A",0.124439991265159,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"T","NK cells","HLA-B","CD8A",0.144178741774519,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NKT cells","HLA-B","CD8A",0.125047381447675,0.04,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NKT cells","HLA-B","CD8A",0.129748944004061,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"T","NKT cells","HLA-B","CD8A",0.144674511306902,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"T","Unknown","HLA-B","CD8A",0.12533883417361,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NK cells","HLA-C","CD8A",0.122805126264346,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NK cells","HLA-C","CD8A",0.126289334307795,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NK cells","HLA-C","CD8A",0.123221825955553,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NK cells","HLA-C","CD8A",0.123203842739394,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NKT cells","HLA-C","CD8A",0.126732698955217,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NKT cells","HLA-C","CD8A",0.123655945634135,0.02,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NK cells","HLA-F","CD8A",0.0330999151060691,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NK cells","HLA-F","CD8A",0.0327804260413567,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NKT cells","HLA-F","CD8A",0.0332285615777604,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NK cells","HLA-A","CD8B",0.113989676227837,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NK cells","HLA-A","CD8B",0.1187970949769,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","NK cells","HLA-A","CD8B",0.104779514761173,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NK cells","HLA-A","CD8B",0.114315354110157,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NK cells","HLA-A","CD8B",0.114034549791786,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"T","NK cells","HLA-A","CD8B",0.10282654376855,0.01,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","NK cells","HLA-A","CD8B",0.110218375237735,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NKT cells","HLA-A","CD8B",0.282567151944056,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NKT cells","HLA-A","CD8B",0.292139965049919,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","NKT cells","HLA-A","CD8B",0.263791536017219,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NKT cells","HLA-A","CD8B",0.283220509433785,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NKT cells","HLA-A","CD8B",0.282657217070858,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"T","NKT cells","HLA-A","CD8B",0.259734664405998,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","NKT cells","HLA-A","CD8B",0.274949304165036,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NK cells","HLA-B","CD8B",0.115256961849708,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NK cells","HLA-B","CD8B",0.119640756016779,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","NK cells","HLA-B","CD8B",0.106876862415568,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NK cells","HLA-B","CD8B",0.114961645712573,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NK cells","HLA-B","CD8B",0.115098902925495,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"T","NK cells","HLA-B","CD8B",0.133582021742102,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","NK cells","HLA-B","CD8B",0.112030953514726,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NKT cells","HLA-B","CD8B",0.285105524995631,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NKT cells","HLA-B","CD8B",0.293804214181594,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","NKT cells","HLA-B","CD8B",0.26811851037332,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NKT cells","HLA-B","CD8B",0.284514964886895,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NKT cells","HLA-B","CD8B",0.284789518052413,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"T","NKT cells","HLA-B","CD8B",0.32064828036474,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","NKT cells","HLA-B","CD8B",0.278622635258693,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NK cells","HLA-C","CD8B",0.113570840637668,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NK cells","HLA-C","CD8B",0.116827948218304,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","NK cells","HLA-C","CD8B",0.104067862034555,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NK cells","HLA-C","CD8B",0.113960277435231,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NK cells","HLA-C","CD8B",0.113943470210193,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"T","NK cells","HLA-C","CD8B",0.101293536891613,0.01,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","NK cells","HLA-C","CD8B",0.107874825384058,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NKT cells","HLA-C","CD8B",0.28172586155305,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NKT cells","HLA-C","CD8B",0.288237373497761,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","NKT cells","HLA-C","CD8B",0.262316347118164,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NKT cells","HLA-C","CD8B",0.282508138707311,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NKT cells","HLA-C","CD8B",0.282474398367513,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"T","NKT cells","HLA-C","CD8B",0.256531246230454,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","NKT cells","HLA-C","CD8B",0.270166630615193,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NK cells","HLA-F","CD8B",0.0298576004118738,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NK cells","HLA-F","CD8B",0.0257848378380319,0.01,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NK cells","HLA-F","CD8B",0.0303773868924201,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NK cells","HLA-F","CD8B",0.0300833587742394,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","NK cells","HLA-F","CD8B",0.0271851641869649,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NKT cells","HLA-F","CD8B",0.086105185791104,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NKT cells","HLA-F","CD8B",0.0749526772130912,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NKT cells","HLA-F","CD8B",0.0875158445921455,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NKT cells","HLA-F","CD8B",0.0867182255374963,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","NKT cells","HLA-F","CD8B",0.0788072153649572,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
