"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"CD8+ T cells","CD16+ Monocytes","HLA-F","LILRB1",0.139241034073903,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"CD16+ Monocytes","CD16+ Monocytes","HLA-F","LILRB1",0.300133219896852,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"NK cells","CD16+ Monocytes","HLA-F","LILRB1",0.32021443001848,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"B","CD16+ Monocytes","HLA-DPA1","CD4",0.184991111011976,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD8+ T cells","CD16+ Monocytes","HLA-DPA1","CD4",0.0500529997594607,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","CD16+ Monocytes","HLA-DPA1","CD4",0.0468488714622201,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD16+ Monocytes","CD16+ Monocytes","HLA-DPA1","CD4",0.174686269262098,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","CD16+ Monocytes","HLA-DPA1","CD4",0.0498897952473976,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B","CD16+ Monocytes","HLA-DPB1","CD4",0.184988639576525,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD8+ T cells","CD16+ Monocytes","HLA-DPB1","CD4",0.133097016631789,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","CD16+ Monocytes","HLA-DPB1","CD4",0.0497421212606162,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD16+ Monocytes","CD16+ Monocytes","HLA-DPB1","CD4",0.173588196511058,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","CD16+ Monocytes","HLA-DPB1","CD4",0.134299208232951,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B","CD16+ Monocytes","HLA-DQA1","CD4",0.138773285048704,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD16+ Monocytes","CD16+ Monocytes","HLA-DQA1","CD4",0.0439519061667271,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B","CD16+ Monocytes","HLA-DMA","CD4",0.135168684907104,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD16+ Monocytes","CD16+ Monocytes","HLA-DMA","CD4",0.0463318338654932,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B","CD16+ Monocytes","HLA-DMB","CD4",0.134535201624305,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD16+ Monocytes","CD16+ Monocytes","HLA-DMB","CD4",0.0439751011772902,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B","CD16+ Monocytes","HLA-DOB","CD4",0.0116972113799503,0,"HLA-DOB_CD4","HLA-DOB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B","CD16+ Monocytes","HLA-DRB1","CD4",0.189693279195163,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD8+ T cells","CD16+ Monocytes","HLA-DRB1","CD4",0.135483524304756,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","CD16+ Monocytes","HLA-DRB1","CD4",0.053339166686282,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD16+ Monocytes","CD16+ Monocytes","HLA-DRB1","CD4",0.176826077442193,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","CD16+ Monocytes","HLA-DRB1","CD4",0.134752075944542,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Plasma B","CD16+ Monocytes","HLA-DRB1","CD4",0.0463017359588995,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
