"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"NK cells","CD8+ T cells","MIF","CD74_CXCR4",0.0894952279658149,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"NKT cells","CD8+ T cells","MIF","CD74_CXCR4",0.198191830428879,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Plasma cells","CD8+ T cells","MIF","CD74_CXCR4",0.232710073164973,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Plasmacytoid dendritic cells","CD8+ T cells","MIF","CD74_CXCR4",0.182797573713099,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD4+ T cells","CD10+ B cells","MIF","CD74_CXCR4",0.19315908979563,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD8+ T cells","CD10+ B cells","MIF","CD74_CXCR4",0.208448189318697,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD10+ B cells","CD10+ B cells","MIF","CD74_CXCR4",0.203965368762098,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Erythroid progenitors","CD10+ B cells","MIF","CD74_CXCR4",0.164126231100445,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"HSPCs","CD10+ B cells","MIF","CD74_CXCR4",0.212595204388033,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Megakaryocyte progenitors","CD10+ B cells","MIF","CD74_CXCR4",0.193026028996173,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Monocyte progenitors","CD10+ B cells","MIF","CD74_CXCR4",0.231703770247561,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Monocyte-derived dendritic cells","CD10+ B cells","MIF","CD74_CXCR4",0.190208735718118,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"NK cells","CD10+ B cells","MIF","CD74_CXCR4",0.0840420778374074,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"NKT cells","CD10+ B cells","MIF","CD74_CXCR4",0.187479295838465,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Plasma cells","CD10+ B cells","MIF","CD74_CXCR4",0.220645208776238,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Plasmacytoid dendritic cells","CD10+ B cells","MIF","CD74_CXCR4",0.172737859834253,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD4+ T cells","CD14+ Monocytes","MIF","CD74_CXCR4",0.117148240854716,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD8+ T cells","CD14+ Monocytes","MIF","CD74_CXCR4",0.127370643923117,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD10+ B cells","CD14+ Monocytes","MIF","CD74_CXCR4",0.124357516944419,0.05,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Erythroid progenitors","CD14+ Monocytes","MIF","CD74_CXCR4",0.0981504180206769,0.02,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"HSPCs","CD14+ Monocytes","MIF","CD74_CXCR4",0.130169903712536,0.02,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Megakaryocyte progenitors","CD14+ Monocytes","MIF","CD74_CXCR4",0.117059944567479,0.03,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Monocyte progenitors","CD14+ Monocytes","MIF","CD74_CXCR4",0.143217399037858,0.02,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"NKT cells","CD14+ Monocytes","MIF","CD74_CXCR4",0.113389419582619,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Plasmacytoid dendritic cells","CD14+ Monocytes","MIF","CD74_CXCR4",0.103729917044934,0.03,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD4+ T cells","CD16+ Monocytes","MIF","CD74_CXCR4",0.129054704923334,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD8+ T cells","CD16+ Monocytes","MIF","CD74_CXCR4",0.140151137381262,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD10+ B cells","CD16+ Monocytes","MIF","CD74_CXCR4",0.136883096245095,0.05,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Erythroid progenitors","CD16+ Monocytes","MIF","CD74_CXCR4",0.108363019451321,0.02,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"HSPCs","CD16+ Monocytes","MIF","CD74_CXCR4",0.143185189400474,0.02,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Megakaryocyte progenitors","CD16+ Monocytes","MIF","CD74_CXCR4",0.128958745414069,0.03,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Monocyte progenitors","CD16+ Monocytes","MIF","CD74_CXCR4",0.157301341484716,0.01,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"NKT cells","CD16+ Monocytes","MIF","CD74_CXCR4",0.124967929173701,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Plasmacytoid dendritic cells","CD16+ Monocytes","MIF","CD74_CXCR4",0.114449393440433,0.03,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"B","DC","MIF","CD74_CXCR4",0.124845665640767,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD4+ T cells","DC","MIF","CD74_CXCR4",0.295142446811346,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD8+ T cells","DC","MIF","CD74_CXCR4",0.315348823410385,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD10+ B cells","DC","MIF","CD74_CXCR4",0.309465839664181,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD14+ Monocytes","DC","MIF","CD74_CXCR4",0.0850731101822691,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD16+ Monocytes","DC","MIF","CD74_CXCR4",0.0873282113628634,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Erythroid progenitors","DC","MIF","CD74_CXCR4",0.255637631474999,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"HSPCs","DC","MIF","CD74_CXCR4",0.320760768826074,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Megakaryocyte progenitors","DC","MIF","CD74_CXCR4",0.294964816157159,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Monocyte progenitors","DC","MIF","CD74_CXCR4",0.345327712551683,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Monocyte-derived dendritic cells","DC","MIF","CD74_CXCR4",0.291196571250475,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"NK cells","DC","MIF","CD74_CXCR4",0.138288543024554,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"NKT cells","DC","MIF","CD74_CXCR4",0.287532533560133,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Plasma cells","DC","MIF","CD74_CXCR4",0.331183833954365,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Plasmacytoid dendritic cells","DC","MIF","CD74_CXCR4",0.267514123798325,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"B","Erythrocytes","MIF","CD74_CXCR4",0.0796634451577573,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD4+ T cells","Erythrocytes","MIF","CD74_CXCR4",0.202596539244672,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD8+ T cells","Erythrocytes","MIF","CD74_CXCR4",0.218430409666093,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD10+ B cells","Erythrocytes","MIF","CD74_CXCR4",0.213790896255154,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Erythroid progenitors","Erythrocytes","MIF","CD74_CXCR4",0.172448360647919,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"HSPCs","Erythrocytes","MIF","CD74_CXCR4",0.222720139551092,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Megakaryocyte progenitors","Erythrocytes","MIF","CD74_CXCR4",0.202458608619213,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Monocyte progenitors","Erythrocytes","MIF","CD74_CXCR4",0.242458534191732,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Monocyte-derived dendritic cells","Erythrocytes","MIF","CD74_CXCR4",0.199537684775775,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"NK cells","Erythrocytes","MIF","CD74_CXCR4",0.0887345645430854,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"NKT cells","Erythrocytes","MIF","CD74_CXCR4",0.196706895083134,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Plasma cells","Erythrocytes","MIF","CD74_CXCR4",0.231041035629038,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Plasmacytoid dendritic cells","Erythrocytes","MIF","CD74_CXCR4",0.181401883848053,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD4+ T cells","Erythroid progenitors","MIF","CD74_CXCR4",0.140501923069458,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD8+ T cells","Erythroid progenitors","MIF","CD74_CXCR4",0.152410375091285,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD10+ B cells","Erythroid progenitors","MIF","CD74_CXCR4",0.148905977784428,0.03,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Erythroid progenitors","Erythroid progenitors","MIF","CD74_CXCR4",0.118224010720332,0.02,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"HSPCs","Erythroid progenitors","MIF","CD74_CXCR4",0.155661775185584,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Megakaryocyte progenitors","Erythroid progenitors","MIF","CD74_CXCR4",0.140398824005827,0.03,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Monocyte progenitors","Erythroid progenitors","MIF","CD74_CXCR4",0.170762808947833,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Monocyte-derived dendritic cells","Erythroid progenitors","MIF","CD74_CXCR4",0.13821808374308,0.05,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"NKT cells","Erythroid progenitors","MIF","CD74_CXCR4",0.136109298739094,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Plasmacytoid dendritic cells","Erythroid progenitors","MIF","CD74_CXCR4",0.124786728604406,0.03,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD4+ T cells","HSPCs","MIF","CD74_CXCR4",0.16185212437072,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD8+ T cells","HSPCs","MIF","CD74_CXCR4",0.175201279904268,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD10+ B cells","HSPCs","MIF","CD74_CXCR4",0.171278743173568,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Erythroid progenitors","HSPCs","MIF","CD74_CXCR4",0.136727459090648,0.02,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"HSPCs","HSPCs","MIF","CD74_CXCR4",0.178836296935775,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Megakaryocyte progenitors","HSPCs","MIF","CD74_CXCR4",0.161736306783835,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Monocyte progenitors","HSPCs","MIF","CD74_CXCR4",0.195664541351533,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Monocyte-derived dendritic cells","HSPCs","MIF","CD74_CXCR4",0.159285556136479,0.01,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"NKT cells","HSPCs","MIF","CD74_CXCR4",0.156913871295842,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Plasma cells","HSPCs","MIF","CD74_CXCR4",0.185909817650144,0.01,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Plasmacytoid dendritic cells","HSPCs","MIF","CD74_CXCR4",0.144149406140472,0.03,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD4+ T cells","Megakaryocyte progenitors","MIF","CD74_CXCR4",0.133625456385058,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"CD8+ T cells","Megakaryocyte progenitors","MIF","CD74_CXCR4",0.145049441085578,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
