"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"CD8+ T cells","CD8+ T cells","ITGB2","ICAM2",0.0175642019622841,0.02,"ITGB2_ICAM2","ITGB2 - ICAM2","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","CD8+ T cells","ITGB2","ICAM2",0.121667171129262,0,"ITGB2_ICAM2","ITGB2 - ICAM2","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","CD8+ T cells","ITGB2","ICAM2",0.102420776344108,0,"ITGB2_ICAM2","ITGB2 - ICAM2","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","CD8+ T cells","ITGB2","ICAM2",0.0963113859103532,0,"ITGB2_ICAM2","ITGB2 - ICAM2","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"T","CD8+ T cells","ITGB2","ICAM2",0.0405455540587305,0,"ITGB2_ICAM2","ITGB2 - ICAM2","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","CD8+ T cells","ITGB2","ICAM2",0.0334324726911075,0,"ITGB2_ICAM2","ITGB2 - ICAM2","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NK cells","LCK","CD8 receptor",0.0353726763354557,0,"LCK_CD8A_CD8B1","LCK - (CD8A+CD8B1)","LCK","Cell-Cell Contact","PMID: 25427562"
"NK cells","NK cells","LCK","CD8 receptor",0.0872216526942378,0,"LCK_CD8A_CD8B1","LCK - (CD8A+CD8B1)","LCK","Cell-Cell Contact","PMID: 25427562"
"NKT cells","NK cells","LCK","CD8 receptor",0.0324169065858875,0,"LCK_CD8A_CD8B1","LCK - (CD8A+CD8B1)","LCK","Cell-Cell Contact","PMID: 25427562"
"B","NK cells","HLA-A","CD8A",0.128368449566932,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NK cells","HLA-A","CD8A",0.135223544910025,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD8+ T cells","NK cells","HLA-A","CD8A",0.133851659942695,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","NK cells","HLA-A","CD8A",0.116352513713037,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NK cells","HLA-A","CD8A",0.127128714116333,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NK cells","HLA-A","CD8A",0.128517585792299,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"T","NK cells","HLA-A","CD8A",0.111495671226881,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","NK cells","HLA-A","CD8A",0.130728360999927,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NK cells","HLA-B","CD8A",0.131159927262891,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NK cells","HLA-B","CD8A",0.135985044460256,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD8+ T cells","NK cells","HLA-B","CD8A",0.139240565802146,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","NK cells","HLA-B","CD8A",0.119514161579927,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NK cells","HLA-B","CD8A",0.127577890281267,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NK cells","HLA-B","CD8A",0.131322502646328,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"T","NK cells","HLA-B","CD8A",0.14328840535461,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","NK cells","HLA-B","CD8A",0.133194122555355,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NK cells","HLA-C","CD8A",0.12541523472746,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NK cells","HLA-C","CD8A",0.132664655050191,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD8+ T cells","NK cells","HLA-C","CD8A",0.1026064529252,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","NK cells","HLA-C","CD8A",0.115640813561187,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NK cells","HLA-C","CD8A",0.125757462420927,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NK cells","HLA-C","CD8A",0.12306289126155,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"T","NK cells","HLA-C","CD8A",0.109190597494885,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","NK cells","HLA-C","CD8A",0.102284776214202,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NK cells","HLA-F","CD8A",0.0330911449062838,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NK cells","HLA-F","CD8A",0.036244772248901,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD8+ T cells","NK cells","HLA-F","CD8A",0.0333316058716514,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","NK cells","HLA-F","CD8A",0.0286498019677918,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NK cells","HLA-F","CD8A",0.0340836135375787,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NK cells","HLA-F","CD8A",0.0329315280761952,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","NK cells","HLA-F","CD8A",0.0283615461691371,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NK cells","HLA-A","CD8B",0.12405135142189,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NK cells","HLA-A","CD8B",0.130710478327372,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD8+ T cells","NK cells","HLA-A","CD8B",0.12937752980133,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","NK cells","HLA-A","CD8B",0.112387413192388,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NK cells","HLA-A","CD8B",0.1228474327339,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NK cells","HLA-A","CD8B",0.124196186765795,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"T","NK cells","HLA-A","CD8B",0.107675915411102,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","NK cells","HLA-A","CD8B",0.126343401800412,0,"HLA-A_CD8B","HLA-A - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NK cells","HLA-B","CD8B",0.126762603196069,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NK cells","HLA-B","CD8B",0.131450426138616,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD8+ T cells","NK cells","HLA-B","CD8B",0.134614301161467,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","NK cells","HLA-B","CD8B",0.115455394899509,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NK cells","HLA-B","CD8B",0.123283618602855,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NK cells","HLA-B","CD8B",0.126920524229238,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"T","NK cells","HLA-B","CD8B",0.13854929897497,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","NK cells","HLA-B","CD8B",0.128738704483993,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NK cells","HLA-C","CD8B",0.121183646458123,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NK cells","HLA-C","CD8B",0.128224328024004,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD8+ T cells","NK cells","HLA-C","CD8B",0.0990572826730072,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","NK cells","HLA-C","CD8B",0.111696900844424,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NK cells","HLA-C","CD8B",0.121515931527364,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NK cells","HLA-C","CD8B",0.118899882232421,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"T","NK cells","HLA-C","CD8B",0.105440440208755,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","NK cells","HLA-C","CD8B",0.0987455084486477,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","NK cells","HLA-F","CD8B",0.0318611468584818,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD4+ T cells","NK cells","HLA-F","CD8B",0.0349017850696051,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD8+ T cells","NK cells","HLA-F","CD8B",0.0320929665501151,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","NK cells","HLA-F","CD8B",0.027580179773309,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","NK cells","HLA-F","CD8B",0.0328179775154258,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","NK cells","HLA-F","CD8B",0.0317072684309039,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","NK cells","HLA-F","CD8B",0.0273023833317876,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"B","CD14+ Monocytes","HLA-DPA1","CD4",0.11332317662051,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","CD14+ Monocytes","HLA-DPA1","CD4",0.0762787986738257,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","CD14+ Monocytes","HLA-DPA1","CD4",0.0299940282855536,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","CD14+ Monocytes","HLA-DPA1","CD4",0.0281015689658866,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","CD14+ Monocytes","HLA-DPA1","CD4",0.024320273852167,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B","CD14+ Monocytes","HLA-DPB1","CD4",0.11228622503203,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD8+ T cells","CD14+ Monocytes","HLA-DPB1","CD4",0.0138894328640292,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","CD14+ Monocytes","HLA-DPB1","CD4",0.076904046670465,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","CD14+ Monocytes","HLA-DPB1","CD4",0.0818498035291098,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","CD14+ Monocytes","HLA-DPB1","CD4",0.029192030209775,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","CD14+ Monocytes","HLA-DPB1","CD4",0.0259808174489673,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B","CD14+ Monocytes","HLA-DQA1","CD4",0.0834318859196164,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B","CD14+ Monocytes","HLA-DMA","CD4",0.0816622833436319,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","CD14+ Monocytes","HLA-DMA","CD4",0.0264184483173159,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B","CD14+ Monocytes","HLA-DMB","CD4",0.0310401899392289,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","CD14+ Monocytes","HLA-DMB","CD4",0.0262277116660156,0,"HLA-DMB_CD4","HLA-DMB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B","CD14+ Monocytes","HLA-DRB1","CD4",0.115535409714428,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"CD14+ Monocytes","CD14+ Monocytes","HLA-DRB1","CD4",0.101368918980153,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","CD14+ Monocytes","HLA-DRB1","CD4",0.0825881982291182,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NKT cells","CD14+ Monocytes","HLA-DRB1","CD4",0.028600728871529,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"T","CD14+ Monocytes","HLA-DRB1","CD4",0.0341950781736731,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Unknown","CD14+ Monocytes","HLA-DRB1","CD4",0.0264500006230425,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
